name,mass,GeoLocation
Queen Alexandra Range 94238,243.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94239,446.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94240,247.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94241,489.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94242,255.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94243,196.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94244,71.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94245,57.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94246,61.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94247,86.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94248,24.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94249,25.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94250,4.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94251,99.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94252,76.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94253,36.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94254,3.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94255,66.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94257,2.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94258,1.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94259,2.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94260,2.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94261,0.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94262,1.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94263,27.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94264,3.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94265,1.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94266,4.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94267,16.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94268,13.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94269,3.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94270,29.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94271,2.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94272,1.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94273,1.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94275,20.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94276,4.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94277,10.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94278,6.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94279,48.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94280,11.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94281,23.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94282,18.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94283,3.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94284,1.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94285,1.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94286,2.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94287,1.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94288,1.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94289,18.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94290,43.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94291,60.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94292,82.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94293,22.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94294,39.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94296,39.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94297,116.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94298,32.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94299,13.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94300,26.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94301,37.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94302,11.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94303,60.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94304,43.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94305,83.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94306,52.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94307,12.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94308,9.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94309,8.800000000000002,"(-84.000000, 168.000000)"
Queen Alexandra Range 94310,39.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94311,2.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94312,2.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94313,4.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94314,1.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94315,1.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94316,5.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94317,1.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94318,1.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94319,16.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94320,7.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94321,1.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94322,1.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94324,1.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94325,4.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94326,6.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94327,14.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94328,7.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94329,7.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94330,1.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94331,20.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94332,4.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94333,4.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94334,2.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94335,4.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94336,10.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94337,4.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94338,4.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94339,1.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94340,4.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94341,1.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94342,22.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94343,3.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94344,3.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94345,30.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94346,30.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94347,55.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94348,10.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94349,22.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94350,22.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94351,5.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94352,9.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94353,5.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94354,27.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94355,26.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94356,9.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94357,11.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94359,6.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94360,87.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94361,87.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94362,1.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94363,1.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94364,2.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94365,72.59999999999998,"(-84.000000, 168.000000)"
Queen Alexandra Range 94366,72.59999999999998,"(-84.000000, 168.000000)"
Queen Alexandra Range 94367,6.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94368,1.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94369,4.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94370,15.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94371,8.800000000000002,"(-84.000000, 168.000000)"
Queen Alexandra Range 94372,1.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94373,1.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94374,1.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94375,19.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94376,33.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94377,2.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94378,1.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94379,58.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94380,73.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94381,27.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94382,12.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94383,8.800000000000002,"(-84.000000, 168.000000)"
Queen Alexandra Range 94384,18.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94385,39.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94386,183.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94387,16.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94388,2.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94389,8.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94390,10.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94391,16.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94392,2.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94393,42.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94394,67.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94395,6.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94396,2.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94397,20.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94398,3.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94399,3.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94400,13.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94401,13.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94402,0.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94403,1.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94404,2.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94405,2.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94406,3.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94407,3.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94408,3.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94409,50.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94410,2.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94411,39.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94412,2.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94413,70.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94414,28.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94415,80.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94416,91.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94417,18.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94418,68.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94419,12.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94420,2.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94421,6.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94422,2.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94423,6.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94424,20.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94425,25.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94426,18.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94427,14.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94428,90.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94429,9.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94430,27.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94431,41.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94432,1.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94433,4.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94434,4.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94436,1.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94437,4.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94438,2.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94439,36.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94440,4.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94441,51.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94442,24.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94443,18.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94444,40.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94445,9.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94446,3.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94447,6.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94448,2.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94449,1.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94450,5.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94451,19.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94452,40.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94453,19.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94454,5.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94455,1.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94456,25.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94457,1.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94458,4.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94459,4.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94460,4.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94461,8.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94462,2.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94463,2.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94464,13.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94465,10.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94466,1.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94467,1.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94468,1.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94469,1.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94470,17.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94471,9.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94472,4.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94473,69.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94474,39.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94475,29.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94476,20.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94477,120.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94478,32.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94479,26.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94480,34.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94481,8.800000000000002,"(-84.000000, 168.000000)"
Queen Alexandra Range 94482,11.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94483,10.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94484,5.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94485,3.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94486,2.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94487,3.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94488,11.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94489,6.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94490,8.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94491,1.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94492,7.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94493,2.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94494,3.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94495,5.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94496,4.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94497,1.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94498,1.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94499,1.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94500,167.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94501,62.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94502,45.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94503,72.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94504,27.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94505,1.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94506,4.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94507,2.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94508,2.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94509,3.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94510,7.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94511,7.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94512,0.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94513,4.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94514,1.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94515,3.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94516,8.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94517,8.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94518,10.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94519,28.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94520,89.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94521,16.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94522,28.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94523,29.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94524,39.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94525,16.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94526,13.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94527,11.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94528,18.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94529,53.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94530,36.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94531,2.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94532,19.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94533,37.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94534,4.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94535,11.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94536,3.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94537,7.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94538,11.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94539,2.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94540,28.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94541,2.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94542,13.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94543,13.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94544,2.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94545,6.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94546,1.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94547,1.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94548,11.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94549,1.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94550,103.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94551,18.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94552,62.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94553,10.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94554,39.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94555,26.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94556,7.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94557,3.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94558,3.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94559,8.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94560,1.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94561,6.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94562,4.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94563,4.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94564,14.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94565,1.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94566,2.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94568,2.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94569,5.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94570,57.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94571,7.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94572,1.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94573,1.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94574,19.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94575,39.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94576,16.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94577,5.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94578,10.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94579,43.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94580,4.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94581,53.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94582,7.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94583,9.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94584,4.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94585,1.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94586,15.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94587,24.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94588,7.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94589,15.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94590,10.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94591,4.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94592,12.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94593,28.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94594,12.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94595,16.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94596,35.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94597,23.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94598,9.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94599,22.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94600,20.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94601,3.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94602,2.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94603,1.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94604,8.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94605,4.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94606,4.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94607,1.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94608,1.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94609,0.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94610,2.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94611,13.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94612,1.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94613,5.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94614,2.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94615,26.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94616,13.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94617,24.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94618,28.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94619,16.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94620,59.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94621,47.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94622,17.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94623,114.8,"(-84.000000, 168.000000)"
Queen Alexandra Range 94624,28.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94625,27.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94626,30.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94627,30.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94628,7.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94629,67.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94630,56.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94631,15.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94632,34.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94633,63.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94634,56.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94635,20.5,"(-84.000000, 168.000000)"
Queen Alexandra Range 94636,8.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94637,8.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94638,6.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94639,6.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94640,0.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94641,63.6,"(-84.000000, 168.000000)"
Queen Alexandra Range 94642,35.9,"(-84.000000, 168.000000)"
Queen Alexandra Range 94643,11.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94644,11.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94645,26.4,"(-84.000000, 168.000000)"
Queen Alexandra Range 94646,26.3,"(-84.000000, 168.000000)"
Queen Alexandra Range 94647,16.2,"(-84.000000, 168.000000)"
Queen Alexandra Range 94648,23.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94649,23.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94650,0.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94651,1.1,"(-84.000000, 168.000000)"
Queen Alexandra Range 94652,8.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 94653,14.7,"(-84.000000, 168.000000)"
Queen Alexandra Range 94654,11.8,"(-84.000000, 168.000000)"
